date,time_of_day,Gb(i),Gd(i),Gr(i),H_sun,T2m,1.93,0
06/07/2023,16:09,248,252,0,38.28,29.62,0.76,0
06/07/2023,17:09,267,125,0,26.41,29.01,0.97,0
06/07/2023,18:09,113,83,0,14.82,28.31,1.03,0
06/07/2023,19:09,4,19.07,0,3.74,27.38,1.1,0
06/07/2023,20:09,0,0,0,0,26.01,1.1,0
06/07/2023,21:09,0,0,0,0,25,1.03,0
06/07/2023,22:09,0,0,0,0,23.96,0.97,0
06/07/2023,23:09,0,0,0,0,22.62,0.9,0
07/07/2023,00:09,0,0,0,0,21.16,0.83,0
07/07/2023,01:09,0,0,0,0,20.15,0.76,0
07/07/2023,02:09,0,0,0,0,19.39,0.76,0
07/07/2023,03:09,0,0,0,0,19,0.62,0
07/07/2023,04:09,0,0,0,0,18.89,0.48,0
07/07/2023,05:09,0,0,0,0,18.53,0.48,0
07/07/2023,06:09,40,85,0,12.16,19.08,0.55,0
07/07/2023,07:09,220,121,0,23.66,20.95,1.17,0
07/07/2023,08:09,413,136,0,35.49,22.98,1.52,0
07/07/2023,09:09,553,166,0,47.4,25.29,1.38,0
07/07/2023,10:09,694,171,0,59.02,27.18,1.52,0
07/07/2023,11:09,793,171,0,69.4,28.5,1.24,0
07/07/2023,12:09,814,181,0,75.2,29.68,1.45,0
07/07/2023,13:09,806,172,0,71.37,30.57,1.17,0
07/07/2023,14:09,603,245,0,61.6,31.17,1.03,0
07/07/2023,15:09,575,176,0,50.14,31.23,1.03,0
07/07/2023,16:09,259,246,0,38.26,30.27,1.24,0
07/07/2023,17:09,251,133,0,26.39,29.9,1.24,0
07/07/2023,18:09,108,85,0,14.79,28.85,1.1,0
07/07/2023,19:09,4,19.06,0,3.7,27.96,0.9,0
07/07/2023,20:09,0,0,0,0,26.11,0.76,0
07/07/2023,21:09,0,0,0,0,24.32,0.76,0
07/07/2023,22:09,0,0,0,0,22.83,0.76,0
07/07/2023,23:09,0,0,0,0,21.43,0.62,0
08/07/2023,00:09,0,0,0,0,20.61,0,0
08/07/2023,01:09,0,0,0,0,20.26,0.34,0
08/07/2023,02:09,0,0,0,0,20.29,0.48,0
08/07/2023,03:09,0,0,0,0,19.82,0.48,0
08/07/2023,04:09,0,0,0,0,19.14,0.55,0
08/07/2023,05:09,0,0,0,0,18.51,0.97,0
08/07/2023,06:09,81,71,0,12.07,18.53,1.24,0
08/07/2023,07:09,221,121,0,23.57,20.73,1.45,0
08/07/2023,08:09,400,144,0,35.4,23.38,1.52,0
08/07/2023,09:09,556,165,0,47.31,25.59,1.45,0
08/07/2023,10:09,684,179,0,58.93,27.55,1.1,0
08/07/2023,11:09,784,178,0,69.29,29.3,0.55,0
08/07/2023,12:09,803,190,0,75.09,30.82,0.69,0
08/07/2023,13:09,797,179,0,71.3,31.93,0.83,0
08/07/2023,14:09,734,166,0,61.56,32.68,0.9,0
08/07/2023,15:09,611,156,0,50.12,32.92,0.9,0
08/07/2023,16:09,254,250,0,38.23,32.73,0.9,0
08/07/2023,17:09,248,136,0,26.36,32.06,1.03,0
08/07/2023,18:09,109,85,0,14.76,30.97,1.03,0
08/07/2023,19:09,3,17.36,0,3.66,29.87,1.1,0
08/07/2023,20:09,0,0,0,0,27.7,1.17,0
08/07/2023,21:09,0,0,0,0,26.12,1.1,0
08/07/2023,22:09,0,0,0,0,25.35,0.9,0
08/07/2023,23:09,0,0,0,0,24.59,0.76,0
09/07/2023,00:09,0,0,0,0,22.77,0.48,0
09/07/2023,01:09,0,0,0,0,22.05,0.14,0
09/07/2023,02:09,0,0,0,0,21.18,0.97,0
09/07/2023,03:09,0,0,0,0,20.25,1.1,0
09/07/2023,04:09,0,0,0,0,19.88,1.52,0
09/07/2023,05:09,0,0,0,0,19.99,2,0
09/07/2023,06:09,51,81,0,11.97,20.08,2.48,0
09/07/2023,07:09,212,125,0,23.48,22.74,2.69,0
09/07/2023,08:09,385,153,0,35.31,25.96,2.9,0
09/07/2023,09:09,617,133,0,47.22,28.13,2.76,0
09/07/2023,10:09,685,179,0,58.83,30.27,2.34,0
09/07/2023,11:09,785,178,0,69.18,32.18,1.31,0
09/07/2023,12:09,804,191,0,74.97,33.77,0.07,0
09/07/2023,13:09,798,179,0,71.22,34.94,0,0
09/07/2023,14:09,710,181,0,61.52,35.57,0.41,0
09/07/2023,15:09,591,169,0,50.09,35.85,0.9,0
09/07/2023,16:09,243,256,0,38.21,35.7,1.17,0
09/07/2023,17:09,216,153,0,26.33,35.04,1.38,0
09/07/2023,18:09,126,77,0,14.72,33.98,1.38,0
09/07/2023,19:09,0,3,0,3.62,32.38,1.52,0
09/07/2023,20:09,0,0,0,0,31.04,1.59,0
09/07/2023,21:09,0,0,0,0,29.6,1.66,0
09/07/2023,22:09,0,0,0,0,28.16,1.72,0
09/07/2023,23:09,0,0,0,0,25.66,1.52,0
10/07/2023,00:09,0,0,0,0,23.59,0.9,0
10/07/2023,01:09,0,0,0,0,22.46,0.97,0
10/07/2023,02:09,0,0,0,0,21.26,1.38,0
10/07/2023,03:09,0,0,0,0,20.2,1.59,0
10/07/2023,04:09,0,0,0,0,19.36,2.21,0
10/07/2023,05:09,0,0,0,0,18.7,2.69,0
10/07/2023,06:09,65,76,0,11.87,19.38,2.83,0
10/07/2023,07:09,201,131,0,23.39,24.24,2.48,0
10/07/2023,08:09,372,161,0,35.22,28.91,1.52,0
10/07/2023,09:09,559,165,0,47.13,31.53,1.24,0
10/07/2023,10:09,613,226,0,58.73,33.52,0.69,0
10/07/2023,11:09,690,240,0,69.07,35.19,0.14,0
10/07/2023,12:09,793,200,0,74.85,36.25,1.17,0
10/07/2023,13:09,788,188,0,71.14,36.74,1.1,0
10/07/2023,14:09,700,190,0,61.47,36.31,1.31,0
10/07/2023,15:09,583,176,0,50.05,35.92,1.52,0
10/07/2023,16:09,239,258,0,38.17,35.91,1.66,0
10/07/2023,17:09,213,156,0,26.29,35.5,1.72,0
10/07/2023,18:09,87,95,0,14.68,34.86,1.79,0
10/07/2023,19:09,4,19.03,0,3.56,32.74,1.79,0
10/07/2023,20:09,0,0,0,0,30.2,1.79,0
10/07/2023,21:09,0,0,0,0,27.76,1.79,0
10/07/2023,22:09,0,0,0,0,25.68,1.79,0
10/07/2023,23:09,0,0,0,0,23.87,1.66,0
11/07/2023,00:09,0,0,0,0,22.29,1.17,0
11/07/2023,01:09,0,0,0,0,20.98,0.97,0
11/07/2023,02:09,0,0,0,0,20.09,0.76,0
11/07/2023,03:09,0,0,0,0,19.55,0.55,0
11/07/2023,04:09,0,0,0,0,19.3,1.1,0
11/07/2023,05:09,0,0,0,0,19.12,2.14,0
11/07/2023,06:09,56,79,0,11.77,19.84,3.52,0
11/07/2023,07:09,197,132,0,23.29,24.45,2.62,0
11/07/2023,08:09,358,168,0,35.13,30.63,1.59,0
11/07/2023,09:09,397,259,0,47.04,33.57,2.21,0
11/07/2023,10:09,345,369,0,58.63,35.32,2.76,0
11/07/2023,11:09,223,464,0,68.95,36.56,1.45,0
11/07/2023,12:09,0,91,0,74.71,37.05,0.83,0
11/07/2023,13:09,0,174,0,71.05,35.92,0.55,0
11/07/2023,14:09,0,105,0,61.42,33.74,0.28,0
11/07/2023,15:09,0,69,0,50.01,34.82,0.83,0
11/07/2023,16:09,0,54,0,38.13,34.81,1.24,0
11/07/2023,17:09,172,175,0,26.25,33.75,1.45,0
11/07/2023,18:09,54,106,0,14.63,32.67,1.52,0
11/07/2023,19:09,0,12,0,3.51,31.27,1.59,0
11/07/2023,20:09,0,0,0,0,30.41,1.66,0
11/07/2023,21:09,0,0,0,0,29.23,1.66,0
11/07/2023,22:09,0,0,0,0,28.19,1.66,0
11/07/2023,23:09,0,0,0,0,25.85,1.38,0
12/07/2023,00:09,0,0,0,0,24.15,0.76,0
12/07/2023,01:09,0,0,0,0,22.77,0.9,0
12/07/2023,02:09,0,0,0,0,21.5,1.38,0
12/07/2023,03:09,0,0,0,0,20.35,1.79,0
12/07/2023,04:09,0,0,0,0,19.53,2.14,0
12/07/2023,05:09,0,0,0,0,18.98,2.55,0
12/07/2023,06:09,56,78,0,11.67,19.59,3.03,0
12/07/2023,07:09,191,136,0,23.19,24.05,3.45,0
12/07/2023,08:09,382,156,0,35.03,28.63,3.66,0
12/07/2023,09:09,542,178,0,46.94,30.64,3.45,0
12/07/2023,10:09,694,178,0,58.53,32.2,3.24,0
12/07/2023,11:09,796,177,0,68.82,33.54,2.62,0
12/07/2023,12:09,816,189,0,74.58,34.6,1.79,0
12/07/2023,13:09,835,164,0,70.96,35.3,1.1,0
12/07/2023,14:09,569,273,0,61.36,35.59,0.76,0
12/07/2023,15:09,589,176,0,49.96,35.45,0.83,0
12/07/2023,16:09,376,191,0,38.09,34.86,1.24,0
12/07/2023,17:09,239,143,0,26.21,34.01,1.45,0
12/07/2023,18:09,106,87,0,14.58,32.69,1.59,0
12/07/2023,19:09,5,17.8,0,3.45,31.25,1.52,0
12/07/2023,20:09,0,0,0,0,28.69,1.45,0
12/07/2023,21:09,0,0,0,0,28.42,1.38,0
12/07/2023,22:09,0,0,0,0,27.07,1.31,0
12/07/2023,23:09,0,0,0,0,24.71,1.24,0
13/07/2023,00:09,0,0,0,0,22.57,0.69,0
13/07/2023,01:09,0,0,0,0,21.43,0.97,0
13/07/2023,02:09,0,0,0,0,21.07,0.83,0
13/07/2023,03:09,0,0,0,0,20.94,0.97,0
13/07/2023,04:09,0,0,0,0,21.03,1.52,0
13/07/2023,05:09,0,0,0,0,20.79,2.07,0
13/07/2023,06:09,91,64,0,11.56,20.48,2.55,0
13/07/2023,07:09,248,107,0,23.09,22.6,2.9,0
13/07/2023,08:09,422,136,0,34.94,26.79,2.97,0
13/07/2023,09:09,564,170,0,46.84,28.67,2.83,0
13/07/2023,10:09,693,186,0,58.42,30.49,2.62,0
13/07/2023,11:09,765,205,0,68.7,32.04,2.07,0
13/07/2023,12:09,784,218,0,74.43,33.26,1.38,0
13/07/2023,13:09,779,207,0,70.86,34.11,0.62,0
13/07/2023,14:09,721,189,0,61.29,34.55,0.34,0
13/07/2023,15:09,613,167,0,49.91,34.59,0.9,0
13/07/2023,16:09,408,178,0,38.04,34.22,1.1,0
13/07/2023,17:09,266,131,0,26.16,33.45,0.97,0
13/07/2023,18:09,126,78,0,14.52,32.25,0.9,0
13/07/2023,19:09,4,18.03,0,3.38,30.82,0.9,0
13/07/2023,20:09,0,0,0,0,28.7,0.97,0
13/07/2023,21:09,0,0,0,0,27.79,1.03,0
13/07/2023,22:09,0,0,0,0,25.63,1.1,0
13/07/2023,23:09,0,0,0,0,23.69,1.1,0
14/07/2023,00:09,0,0,0,0,22.93,0.48,0
14/07/2023,01:09,0,0,0,0,22.37,0.55,0
14/07/2023,02:09,0,0,0,0,21.81,0.62,0
14/07/2023,03:09,0,0,0,0,20.85,0.62,0
14/07/2023,04:09,0,0,0,0,20.17,0.9,0
14/07/2023,05:09,0,0,0,0,19.66,1.45,0
14/07/2023,06:09,83,66,0,11.45,19.58,2.14,0
14/07/2023,07:09,241,108,0,22.99,22.9,2.62,0
14/07/2023,08:09,414,137,0,34.84,26.28,2.9,0
14/07/2023,09:09,555,170,0,46.74,27.94,2.9,0
14/07/2023,10:09,670,195,0,58.31,29.47,2.76,0
14/07/2023,11:09,755,205,0,68.57,31.17,2.34,0
14/07/2023,12:09,789,209,0,74.29,32.61,1.66,0
14/07/2023,13:09,799,188,0,70.75,33.73,1.31,0
14/07/2023,14:09,725,180,0,61.22,34.34,1.1,0
14/07/2023,15:09,616,160,0,49.86,34.35,1.17,0
14/07/2023,16:09,442,153,0,37.99,33.89,1.17,0
14/07/2023,17:09,270,127,0,26.1,33.24,1.24,0
14/07/2023,18:09,115,82,0,14.46,32.14,1.31,0
14/07/2023,19:09,3,16.33,0,3.31,30.71,1.38,0
14/07/2023,20:09,0,0,0,0,28.49,1.38,0
14/07/2023,21:09,0,0,0,0,26.62,1.31,0
14/07/2023,22:09,0,0,0,0,25.22,1.24,0
14/07/2023,23:09,0,0,0,0,24.44,1.1,0
15/07/2023,00:09,0,0,0,0,23.16,0.76,0
15/07/2023,01:09,0,0,0,0,21.63,0.9,0
15/07/2023,02:09,0,0,0,0,20.51,0.83,0
15/07/2023,03:09,0,0,0,0,19.75,1.1,0
15/07/2023,04:09,0,0,0,0,19.35,1.86,0
15/07/2023,05:09,0,0,0,0,18.91,2.55,0
15/07/2023,06:09,85,63,0,11.34,19.08,3.03,0
15/07/2023,07:09,236,108,0,22.89,21.67,3.24,0
15/07/2023,08:09,414,134,0,34.73,24.76,3.31,0
15/07/2023,09:09,548,171,0,46.64,27,3.24,0
15/07/2023,10:09,689,178,0,58.2,29.05,2.97,0
15/07/2023,11:09,762,196,0,68.43,31,2.55,0
15/07/2023,12:09,766,219,0,74.13,32.47,2.14,0
15/07/2023,13:09,777,197,0,70.63,33.3,1.86,0
15/07/2023,14:09,704,190,0,61.14,33.58,1.38,0
15/07/2023,15:09,609,161,0,49.79,33.52,1.1,0
15/07/2023,16:09,436,154,0,37.93,33.03,0.76,0
15/07/2023,17:09,266,126,0,26.04,32.23,0.62,0
15/07/2023,18:09,106,85,0,14.4,31.1,0.76,0
15/07/2023,19:09,2,14.6,0,3.23,29.58,0.83,0
15/07/2023,20:09,0,0,0,0,27.55,0.9,0
15/07/2023,21:09,0,0,0,0,25.22,0.83,0
15/07/2023,22:09,0,0,0,0,23.9,0.83,0
15/07/2023,23:09,0,0,0,0,24.03,0.76,0
16/07/2023,00:09,0,0,0,0,23.11,0.55,0
16/07/2023,01:09,0,0,0,0,22.24,0.62,0
16/07/2023,02:09,0,0,0,0,21.46,1.03,0
16/07/2023,03:09,0,0,0,0,20.91,1.31,0
16/07/2023,04:09,0,0,0,0,20.4,1.86,0
16/07/2023,05:09,0,0,0,0,19.88,2.41,0
16/07/2023,06:09,5,68,0,11.23,19.48,2.83,0
16/07/2023,07:09,130,158,0,22.78,21.79,3.24,0
16/07/2023,08:09,65,269,0,34.63,25.83,3.45,0
16/07/2023,09:09,269,315,0,46.53,28.35,2.97,0
16/07/2023,10:09,691,171,0,58.08,30.6,2.55,0
16/07/2023,11:09,532,326,0,68.29,32.39,1.72,0
16/07/2023,12:09,149,489,0,73.97,33.88,0.41,0
16/07/2023,13:09,43,443,0,70.51,34.87,0.48,0
16/07/2023,14:09,25,387,0,61.06,35.35,0.9,0
16/07/2023,15:09,140,376,0,49.73,35.41,1.24,0
16/07/2023,16:09,138,290,0,37.87,34.92,1.45,0
16/07/2023,17:09,226,145,0,25.98,34.39,1.52,0
16/07/2023,18:09,96,87,0,14.32,33.45,1.59,0
16/07/2023,19:09,1,14.79,0,3.15,31.89,1.66,0
16/07/2023,20:09,0,0,0,0,29.92,1.72,0
16/07/2023,21:09,0,0,0,0,27.72,1.72,0
16/07/2023,22:09,0,0,0,0,25.2,1.79,0
16/07/2023,23:09,0,0,0,0,23.13,1.72,0
17/07/2023,00:09,0,0,0,0,21.7,1.31,0
17/07/2023,01:09,0,0,0,0,20.64,1.66,0
17/07/2023,02:09,0,0,0,0,19.84,1.93,0
17/07/2023,03:09,0,0,0,0,19.3,2.28,0
17/07/2023,04:09,0,0,0,0,18.96,2.55,0
17/07/2023,05:09,0,0,0,0,18.59,3.03,0
17/07/2023,06:09,71,68,0,11.12,18.94,3.31,0
17/07/2023,07:09,219,117,0,22.67,22.99,3.31,0
17/07/2023,08:09,386,151,0,34.53,28.06,3.24,0
17/07/2023,09:09,551,170,0,46.42,31.05,3.1,0
17/07/2023,10:09,667,194,0,57.96,33.26,2.9,0
17/07/2023,11:09,752,205,0,68.15,34.9,2.69,0
17/07/2023,12:09,772,218,0,73.8,35.76,2.14,0
17/07/2023,13:09,752,216,0,70.38,36.25,1.79,0
17/07/2023,14:09,696,197,0,60.97,36.41,1.66,0
17/07/2023,15:09,602,168,0,49.66,36.44,1.72,0
17/07/2023,16:09,440,153,0,37.8,36.16,1.79,0
17/07/2023,17:09,263,128,0,25.91,35.46,1.72,0
17/07/2023,18:09,113,81,0,14.25,33.93,1.72,0
17/07/2023,19:09,3,14.36,0,3.06,31.85,1.59,0
17/07/2023,20:09,0,0,0,0,29.16,1.45,0
17/07/2023,21:09,0,0,0,0,26.57,1.45,0
17/07/2023,22:09,0,0,0,0,24.12,1.59,0
17/07/2023,23:09,0,0,0,0,22.29,1.59,0
18/07/2023,00:09,0,0,0,0,21.21,0.9,0
18/07/2023,01:09,0,0,0,0,20.6,0.97,0
18/07/2023,02:09,0,0,0,0,20.25,1.03,0
18/07/2023,03:09,0,0,0,0,20.16,0.83,0
18/07/2023,04:09,0,0,0,0,19.53,0.55,0
18/07/2023,05:09,0,0,0,0,18.48,0.28,0
18/07/2023,06:09,75,65,0,11,18.37,0.07,0
18/07/2023,07:09,234,107,0,22.56,23.63,0.34,0
18/07/2023,08:09,407,136,0,34.42,29.03,0.55,0
18/07/2023,09:09,549,169,0,46.32,31.69,0.55,0
18/07/2023,10:09,665,194,0,57.84,33.58,0.97,0
18/07/2023,11:09,765,195,0,68,34.95,1.52,0
18/07/2023,12:09,784,209,0,73.63,35.96,1.24,0
18/07/2023,13:09,780,197,0,70.25,36.58,1.24,0
18/07/2023,14:09,399,363,0,60.88,36.9,1.45,0
18/07/2023,15:09,40,357,0,49.58,36.95,1.52,0
18/07/2023,16:09,324,218,0,37.73,36.62,1.52,0
18/07/2023,17:09,192,165,0,25.83,35.82,1.45,0
18/07/2023,18:09,41,105,0,14.17,34.69,1.38,0
18/07/2023,19:09,2,13.59,0,2.97,33.47,1.17,0
18/07/2023,20:09,0,0,0,0,30.96,1.1,0
18/07/2023,21:09,0,0,0,0,28.45,1.1,0
18/07/2023,22:09,0,0,0,0,26.89,1.03,0
18/07/2023,23:09,0,0,0,0,25.81,0.97,0
19/07/2023,00:09,0,0,0,0,25.02,0.62,0
19/07/2023,01:09,0,0,0,0,24.43,1.24,0
19/07/2023,02:09,0,0,0,0,24.21,1.66,0
19/07/2023,03:09,0,0,0,0,23.66,1.66,0
19/07/2023,04:09,0,0,0,0,23.25,1.66,0
19/07/2023,05:09,0,0,0,0,22.98,1.66,0
19/07/2023,06:09,45,73,0,10.88,22.87,1.59,0
19/07/2023,07:09,168,136,0,22.45,25.24,1.93,0
19/07/2023,08:09,233,223,0,34.31,28.6,1.93,0
19/07/2023,09:09,500,189,0,46.2,30.66,2.07,0
19/07/2023,10:09,466,299,0,57.72,32.19,2.14,0
19/07/2023,11:09,648,255,0,67.85,33.18,1.66,0
19/07/2023,12:09,762,210,0,73.45,34.01,0.76,0
19/07/2023,13:09,743,207,0,70.11,34.65,0.55,0
19/07/2023,14:09,647,214,0,60.78,35.24,0.34,0
19/07/2023,15:09,518,207,0,49.5,35.17,0.48,0
19/07/2023,16:09,16,256,0,37.65,34.68,0.76,0
19/07/2023,17:09,0,39,0,25.75,33.37,0.97,0
19/07/2023,18:09,84,90,0,14.08,32.31,1.24,0
19/07/2023,19:09,2,13.58,0,2.87,31.75,1.38,0
19/07/2023,20:09,0,0,0,0,29.97,1.38,0
19/07/2023,21:09,0,0,0,0,29.1,1.31,0
19/07/2023,22:09,0,0,0,0,28.07,1.24,0
19/07/2023,23:09,0,0,0,0,27.03,1.03,0
20/07/2023,00:09,0,0,0,0,25.66,0.83,0
20/07/2023,01:09,0,0,0,0,23.84,0.83,0
20/07/2023,02:09,0,0,0,0,22.57,1.03,0
20/07/2023,03:09,0,0,0,0,21.78,1.79,0
20/07/2023,04:09,0,0,0,0,21.58,2.9,0
20/07/2023,05:09,0,0,0,0,21.03,2.9,0
20/07/2023,06:09,0,32,0,10.76,21.47,3.31,0
20/07/2023,07:09,192,121,0,22.34,24.3,3.17,0
20/07/2023,08:09,184,240,0,34.2,27.14,1.52,0
20/07/2023,09:09,189,336,0,46.09,29.61,2.76,0
20/07/2023,10:09,8,328,0,57.6,31.64,3.31,0
20/07/2023,11:09,602,276,0,67.7,32.72,1.86,0
20/07/2023,12:09,270,458,0,73.27,32.62,0.41,0
20/07/2023,13:09,530,328,0,69.96,32.62,0.28,0
20/07/2023,14:09,469,313,0,60.67,29.79,0.21,0
20/07/2023,15:09,480,225,0,49.41,30.06,0.83,0
20/07/2023,16:09,390,169,0,37.57,31.44,1.1,0
20/07/2023,17:09,208,148,0,25.67,29.41,1.17,0
20/07/2023,18:09,3,80,0,13.99,29.01,1.31,0
20/07/2023,19:09,0,7,0,2.77,28.05,1.31,0
20/07/2023,20:09,0,0,0,0,27.1,1.31,0
20/07/2023,21:09,0,0,0,0,26.29,1.24,0
20/07/2023,22:09,0,0,0,0,24.8,1.24,0
20/07/2023,23:09,0,0,0,0,23.13,1.03,0
21/07/2023,00:09,0,0,0,0,22.13,0.97,0
21/07/2023,01:09,0,0,0,0,21.17,1.31,0
21/07/2023,02:09,0,0,0,0,20.39,1.31,0
21/07/2023,03:09,0,0,0,0,19.71,1.1,0
21/07/2023,04:09,0,0,0,0,19.23,1.03,0
21/07/2023,05:09,0,0,0,0,18.54,1.52,0
21/07/2023,06:09,75,60,0,10.64,18.47,2.34,0
21/07/2023,07:09,226,106,0,22.22,20.59,3.03,0
21/07/2023,08:09,390,141,0,34.09,23.15,3.38,0
21/07/2023,09:09,539,170,0,45.98,25.25,3.1,0
21/07/2023,10:09,668,186,0,57.47,27.45,2.48,0
21/07/2023,11:09,633,270,0,67.54,29.42,1.66,0
21/07/2023,12:09,731,236,0,73.08,30.92,1.17,0
21/07/2023,13:09,0,102,0,69.8,31.91,0.69,0
21/07/2023,14:09,0,120,0,60.56,32.35,0.9,0
21/07/2023,15:09,1,244,0,49.31,31.96,1.03,0
21/07/2023,16:09,0,104,0,37.48,30.5,1.1,0
21/07/2023,17:09,11,173,0,25.58,29.02,1.1,0
21/07/2023,18:09,15,97,0,13.89,28.16,1.03,0
21/07/2023,19:09,0,2,0,2.66,27.85,0.97,0
21/07/2023,20:09,0,0,0,0,25.67,0.9,0
21/07/2023,21:09,0,0,0,0,24.19,0.97,0
21/07/2023,22:09,0,0,0,0,23.24,1.1,0
21/07/2023,23:09,0,0,0,0,22.26,0.97,0
22/07/2023,00:09,0,0,0,0,21.6,0.55,0
22/07/2023,01:09,0,0,0,0,21.09,1.1,0
22/07/2023,02:09,0,0,0,0,20.93,1.31,0
22/07/2023,03:09,0,0,0,0,20.42,1.31,0
22/07/2023,04:09,0,0,0,0,19.92,1.52,0
22/07/2023,05:09,0,0,0,0,18.9,2.21,0
22/07/2023,06:09,75,59,0,10.51,18.72,2.48,0
22/07/2023,07:09,219,106,0,22.11,20.26,2.62,0
22/07/2023,08:09,444,109,0,33.98,23.41,2.69,0
22/07/2023,09:09,367,263,0,45.86,25.63,2.21,0
22/07/2023,10:09,507,276,0,57.34,27.77,2.07,0
22/07/2023,11:09,35,424,0,67.38,29.87,1.45,0
22/07/2023,12:09,763,209,0,72.88,31.61,0.62,0
22/07/2023,13:09,716,224,0,69.64,32.64,0.76,0
22/07/2023,14:09,700,182,0,60.44,32.96,0.97,0
22/07/2023,15:09,538,195,0,49.21,32.9,1.17,0
22/07/2023,16:09,279,232,0,37.39,31.66,1.31,0
22/07/2023,17:09,27,190,0,25.48,31.49,1.31,0
22/07/2023,18:09,70,93,0,13.79,30.69,1.24,0
22/07/2023,19:09,3,12.34,0,2.55,29.43,1.17,0
22/07/2023,20:09,0,0,0,0,27.01,1.24,0
22/07/2023,21:09,0,0,0,0,24.99,1.31,0
22/07/2023,22:09,0,0,0,0,23.25,1.31,0
22/07/2023,23:09,0,0,0,0,21.89,1.1,0
23/07/2023,00:09,0,0,0,0,20.8,0.76,0
23/07/2023,01:09,0,0,0,0,20.04,0.9,0
23/07/2023,02:09,0,0,0,0,19.36,0.83,0
23/07/2023,03:09,0,0,0,0,18.46,0.55,0
23/07/2023,04:09,0,0,0,0,17.99,0.83,0
23/07/2023,05:09,0,0,0,0,17.64,0.97,0
23/07/2023,06:09,16,71,0,10.39,18.16,1.31,0
23/07/2023,07:09,175,128,0,21.99,21.78,1.93,0
23/07/2023,08:09,312,179,0,33.86,25.78,2.48,0
23/07/2023,09:09,479,199,0,45.74,28.43,2.69,0
23/07/2023,10:09,630,202,0,57.21,30.43,1.72,0
23/07/2023,11:09,0,269,0,67.22,31.51,1.45,0
23/07/2023,12:09,651,277,0,72.68,32.89,0.97,0
23/07/2023,13:09,2,324,0,69.47,34.27,0.9,0
23/07/2023,14:09,633,222,0,60.31,35.12,1.24,0
23/07/2023,15:09,568,175,0,49.11,35.62,1.1,0
23/07/2023,16:09,403,163,0,37.29,35.37,0.9,0
23/07/2023,17:09,214,145,0,25.38,33.74,0.97,0
23/07/2023,18:09,87,85,0,13.68,32.72,1.1,0
23/07/2023,19:09,5,11.84,0,2.43,32.11,1.1,0
23/07/2023,20:09,0,0,0,0,29.58,1.1,0
23/07/2023,21:09,0,0,0,0,27.28,1.24,0
23/07/2023,22:09,0,0,0,0,26.86,1.31,0
23/07/2023,23:09,0,0,0,0,27,1.1,0
24/07/2023,00:09,0,0,0,0,26.03,0.9,0
24/07/2023,01:09,0,0,0,0,24.21,0.9,0
24/07/2023,02:09,0,0,0,0,23.04,1.03,0
24/07/2023,03:09,0,0,0,0,22.27,2.07,0
24/07/2023,04:09,0,0,0,0,21.39,2.28,0
24/07/2023,05:09,0,0,0,0,20.66,2.69,0
24/07/2023,06:09,6,64,0,10.26,20.94,3.17,0
24/07/2023,07:09,0,91,0,21.87,23.49,3.45,0
24/07/2023,08:09,0,140,0,33.75,26.27,3.66,0
24/07/2023,09:09,434,225,0,45.63,27.52,3.79,0
24/07/2023,10:09,644,194,0,57.07,29.24,3.66,0
24/07/2023,11:09,636,261,0,67.05,30.98,3.24,0
24/07/2023,12:09,666,269,0,72.48,31.36,2.55,0
24/07/2023,13:09,370,412,0,69.3,32.29,2.14,0
24/07/2023,14:09,140,437,0,60.18,32.09,1.79,0
24/07/2023,15:09,570,175,0,49,32.38,1.59,0
24/07/2023,16:09,420,153,0,37.19,31.9,1.59,0
24/07/2023,17:09,256,122,0,25.28,30.78,1.45,0
24/07/2023,18:09,99,79,0,13.57,29.21,1.38,0
24/07/2023,19:09,3,10.38,0,2.31,27.57,1.31,0
24/07/2023,20:09,0,0,0,0,25.61,1.17,0
24/07/2023,21:09,0,0,0,0,23.86,1.03,0
24/07/2023,22:09,0,0,0,0,21.86,0.97,0
24/07/2023,23:09,0,0,0,0,20.29,0.9,0
25/07/2023,00:09,0,0,0,0,19.47,0.69,0
25/07/2023,01:09,0,0,0,0,18.66,0.69,0
25/07/2023,02:09,0,0,0,0,18.09,0.76,0
25/07/2023,03:09,0,0,0,0,17.68,0.9,0
25/07/2023,04:09,0,0,0,0,17.49,1.24,0
25/07/2023,05:09,0,0,0,0,17.14,1.66,0
25/07/2023,06:09,73,57,0,10.13,17.08,2.14,0
25/07/2023,07:09,229,102,0,21.75,19.31,2.62,0
25/07/2023,08:09,391,140,0,33.63,22.06,2.97,0
25/07/2023,09:09,543,168,0,45.5,24.29,3.31,0
25/07/2023,10:09,674,185,0,56.94,26.26,3.38,0
25/07/2023,11:09,719,221,0,66.88,28.01,3.03,0
25/07/2023,12:09,753,226,0,72.27,29.48,2.14,0
25/07/2023,13:09,749,215,0,69.12,30.6,1.38,0
25/07/2023,14:09,719,179,0,60.04,31.3,0.9,0
25/07/2023,15:09,608,160,0,48.88,31.49,0.62,0
25/07/2023,16:09,450,141,0,37.08,31.07,0.55,0
25/07/2023,17:09,281,111,0,25.17,30.08,0.55,0
25/07/2023,18:09,105,77,0,13.45,28.64,0.83,0
25/07/2023,19:09,0,10,0,2.18,27.18,0.83,0
25/07/2023,20:09,0,0,0,0,25.62,0.76,0
25/07/2023,21:09,0,0,0,0,23.9,0.83,0
