date,time_of_day,Gb(i),Gd(i),Gr(i),H_sun,T2m,1.93,0
15/04/2023,20:09,0,0,0,0,16.24,0.34,0
15/04/2023,21:09,0,0,0,0,14.79,0.34,0
15/04/2023,22:09,0,0,0,0,14.57,0.28,0
15/04/2023,23:09,0,0,0,0,13.76,0.21,0
16/04/2023,00:09,0,0,0,0,13.1,0.48,0
16/04/2023,01:09,0,0,0,0,12.63,1.17,0
16/04/2023,02:09,0,0,0,0,12.05,1.24,0
16/04/2023,03:09,0,0,0,0,11.43,1.45,0
16/04/2023,04:09,0,0,0,0,10.93,1.86,0
16/04/2023,05:09,0,0,0,0,10.46,2.28,0
16/04/2023,06:09,33,22.6,0,5.65,10.1,2.69,0
16/04/2023,07:09,198,77,0,17.54,10.98,2.97,0
16/04/2023,08:09,380,109,0,29.41,13.49,3.03,0
16/04/2023,09:09,546,133,0,40.88,15.73,2.76,0
16/04/2023,10:09,718.01,129,0,51.31,17.93,2.28,0
16/04/2023,11:09,805.01,139,0,59.4,19.93,1.45,0
16/04/2023,12:09,863.01,128,0,62.81,21.51,1.17,0
16/04/2023,13:09,821.01,133,0,59.88,22.58,1.17,0
16/04/2023,14:09,728.01,129,0,52.06,23.12,1.38,0
16/04/2023,15:09,566,130,0,41.76,23.02,1.31,0
16/04/2023,16:09,384,115,0,30.34,22.25,1.17,0
16/04/2023,17:09,207,82,0,18.49,20.88,0.97,0
16/04/2023,18:09,45,34,0,6.59,19.16,0.83,0
16/04/2023,19:09,0,0,0,0,17.64,0.83,0
16/04/2023,20:09,0,0,0,0,15.53,0.83,0
16/04/2023,21:09,0,0,0,0,13.54,0.9,0
16/04/2023,22:09,0,0,0,0,11.81,0.97,0
16/04/2023,23:09,0,0,0,0,10.43,1.03,0
17/04/2023,00:09,0,0,0,0,9.92,0.55,0
17/04/2023,01:09,0,0,0,0,9.8,0.69,0
17/04/2023,02:09,0,0,0,0,9.41,1.17,0
17/04/2023,03:09,0,0,0,0,8.82,1.31,0
17/04/2023,04:09,0,0,0,0,8.16,1.52,0
17/04/2023,05:09,0,0,0,0,7.5,1.93,0
17/04/2023,06:09,37,31,0,5.92,7.08,2.14,0
17/04/2023,07:09,202,79,0,17.8,10.3,2,0
17/04/2023,08:09,391,108,0,29.67,13.92,1.86,0
17/04/2023,09:09,559,132,0,41.16,16.4,1.59,0
17/04/2023,10:09,732.01,129,0,51.62,18.38,1.45,0
17/04/2023,11:09,820.01,138,0,59.74,19.98,1.72,0
17/04/2023,12:09,878.01,127,0,63.16,21.23,1.93,0
17/04/2023,13:09,835.01,132,0,60.18,22.05,1.86,0
17/04/2023,14:09,741.01,128,0,52.3,22.35,1.59,0
17/04/2023,15:09,560,139,0,41.95,22.26,1.45,0
17/04/2023,16:09,358,136,0,30.51,21.63,1.31,0
17/04/2023,17:09,126,126,0,18.65,20.55,1.31,0
17/04/2023,18:09,13,44,0,6.76,18.8,1.24,0
17/04/2023,19:09,0,0,0,0,16.48,1.24,0
17/04/2023,20:09,0,0,0,0,14.24,1.24,0
17/04/2023,21:09,0,0,0,0,12.84,1.24,0
17/04/2023,22:09,0,0,0,0,11.69,1.24,0
17/04/2023,23:09,0,0,0,0,10.58,1.24,0
18/04/2023,00:09,0,0,0,0,9.43,0.97,0
18/04/2023,01:09,0,0,0,0,8.66,1.31,0
18/04/2023,02:09,0,0,0,0,8.09,1.52,0
18/04/2023,03:09,0,0,0,0,7.54,1.79,0
18/04/2023,04:09,0,0,0,0,7.1,1.79,0
18/04/2023,05:09,0,0,0,0,6.65,1.72,0
18/04/2023,06:09,37,33,0,6.17,6.36,1.79,0
18/04/2023,07:09,204,79,0,18.05,8.69,1.93,0
18/04/2023,08:09,384,112,0,29.93,13.12,2.21,0
18/04/2023,09:09,555,134,0,41.43,15.87,2.69,0
18/04/2023,10:09,728.01,129,0,51.92,18.01,3.03,0
18/04/2023,11:09,814.01,139,0,60.08,19.61,3.03,0
18/04/2023,12:09,871.01,128,0,63.52,20.7,2.55,0
18/04/2023,13:09,840.01,127,0,60.47,21.44,2.34,0
18/04/2023,14:09,735.01,129,0,52.53,21.74,1.93,0
18/04/2023,15:09,573,130,0,42.13,21.48,1.72,0
18/04/2023,16:09,396,113,0,30.67,20.6,1.59,0
18/04/2023,17:09,213,82,0,18.81,18.98,1.45,0
18/04/2023,18:09,49,36,0,6.92,16.85,1.31,0
18/04/2023,19:09,0,0,0,0,14.69,1.24,0
18/04/2023,20:09,0,0,0,0,12.85,1.31,0
18/04/2023,21:09,0,0,0,0,11.57,1.31,0
18/04/2023,22:09,0,0,0,0,10.5,1.24,0
18/04/2023,23:09,0,0,0,0,9.53,1.1,0
19/04/2023,00:09,0,0,0,0,8.67,1.1,0
19/04/2023,01:09,0,0,0,0,7.83,1.59,0
19/04/2023,02:09,0,0,0,0,7.29,1.86,0
19/04/2023,03:09,0,0,0,0,6.82,2.14,0
19/04/2023,04:09,0,0,0,0,6.38,2.21,0
19/04/2023,05:09,0,0,0,0,6.41,1.93,0
19/04/2023,06:09,4,37,0,6.43,6.43,1.59,0
19/04/2023,07:09,142,110,0,18.3,8.16,1.31,0
19/04/2023,08:09,201,207,0,30.18,10.04,1.45,0
19/04/2023,09:09,492,165,0,41.7,12.58,1.38,0
19/04/2023,10:09,78,398,0,52.22,15.49,1.52,0
19/04/2023,11:09,138,449,0,60.42,17.95,1.79,0
19/04/2023,12:09,678.01,234,0,63.86,19.1,1.52,0
19/04/2023,13:09,796.01,142,0,60.77,19.88,1.38,0
19/04/2023,14:09,556,227,0,52.76,19.81,1.24,0
19/04/2023,15:09,519,154,0,42.32,20.03,1.24,0
19/04/2023,16:09,409,102,0,30.84,18.96,1.24,0
19/04/2023,17:09,38,145,0,18.97,17.76,1.03,0
19/04/2023,18:09,11,46,0,7.08,16.62,0.76,0
19/04/2023,19:09,0,0,0,0,14.58,0.41,0
19/04/2023,20:09,0,0,0,0,13.73,0.41,0
19/04/2023,21:09,0,0,0,0,13.08,0.69,0
19/04/2023,22:09,0,0,0,0,12.54,0.76,0
19/04/2023,23:09,0,0,0,0,11.95,0.83,0
20/04/2023,00:09,0,0,0,0,11.47,0.48,0
20/04/2023,01:09,0,0,0,0,10.92,0.76,0
20/04/2023,02:09,0,0,0,0,10.31,1.24,0
20/04/2023,03:09,0,0,0,0,10.13,1.59,0
20/04/2023,04:09,0,0,0,0,9.43,2.21,0
20/04/2023,05:09,0,0,0,0,9.02,2.41,0
20/04/2023,06:09,41,36,0,6.68,8.79,2.48,0
20/04/2023,07:09,202,83,0,18.55,10.92,2.48,0
20/04/2023,08:09,387,111,0,30.43,13.67,2.41,0
20/04/2023,09:09,573,123,0,41.97,16.16,2.14,0
20/04/2023,10:09,729.01,126,0,52.52,18.62,1.86,0
20/04/2023,11:09,825.01,129,0,60.76,20.18,1.59,0
20/04/2023,12:09,871.01,124,0,64.21,20.75,1.52,0
20/04/2023,13:09,828.01,129,0,61.06,21.48,0.76,0
20/04/2023,14:09,725.01,131,0,52.98,22.04,0.55,0
20/04/2023,15:09,565,131,0,42.5,22.13,0.9,0
20/04/2023,16:09,395,112,0,31,21.64,1.24,0
20/04/2023,17:09,227,76,0,19.12,20.88,1.24,0
20/04/2023,18:09,48,38,0,7.24,20.07,1.24,0
20/04/2023,19:09,0,0,0,0,18.92,1.24,0
20/04/2023,20:09,0,0,0,0,17.23,1.31,0
20/04/2023,21:09,0,0,0,0,16.69,1.24,0
20/04/2023,22:09,0,0,0,0,15.08,1.1,0
20/04/2023,23:09,0,0,0,0,13.19,1.03,0
21/04/2023,00:09,0,0,0,0,12.34,0.55,0
21/04/2023,01:09,0,0,0,0,11.79,0.28,0
21/04/2023,02:09,0,0,0,0,11.16,0.21,0
21/04/2023,03:09,0,0,0,0,10.46,0.76,0
21/04/2023,04:09,0,0,0,0,10.24,1.72,0
21/04/2023,05:09,0,0,0,0,10.39,2.07,0
21/04/2023,06:09,44,38,0,6.93,10.35,2.28,0
21/04/2023,07:09,210,82,0,18.79,13.25,2.34,0
21/04/2023,08:09,402,108,0,30.68,15.96,2.28,0
21/04/2023,09:09,584,122,0,42.23,18.02,2.48,0
21/04/2023,10:09,761.01,113,0,52.81,19.91,2.62,0
21/04/2023,11:09,837.01,128,0,61.09,21.49,2.14,0
21/04/2023,12:09,907.01,109,0,64.55,22.62,1.66,0
21/04/2023,13:09,851.01,122,0,61.34,23.13,1.31,0
21/04/2023,14:09,630,193,0,53.2,23.28,0.83,0
21/04/2023,15:09,449,206,0,42.68,23.17,0.69,0
21/04/2023,16:09,220,211,0,31.16,22.46,0.76,0
21/04/2023,17:09,63,150,0,19.28,21.3,0.9,0
21/04/2023,18:09,26,48,0,7.4,19.66,1.03,0
21/04/2023,19:09,0,0,0,0,17.96,1.1,0
21/04/2023,20:09,0,0,0,0,16.49,0.97,0
21/04/2023,21:09,0,0,0,0,14.8,0.9,0
21/04/2023,22:09,0,0,0,0,14.41,1.1,0
21/04/2023,23:09,0,0,0,0,13.38,1.17,0
22/04/2023,00:09,0,0,0,0,12.08,0.83,0
22/04/2023,01:09,0,0,0,0,10.96,1.1,0
22/04/2023,02:09,0,0,0,0,10.18,1.45,0
22/04/2023,03:09,0,0,0,0,10.07,1.66,0
22/04/2023,04:09,0,0,0,0,9.72,2.14,0
22/04/2023,05:09,0,0,0,0,8.81,2.55,0
22/04/2023,06:09,12,46,0,7.17,8.2,2.83,0
22/04/2023,07:09,65,145,0,19.03,10.64,2.97,0
22/04/2023,08:09,371,122,0,30.92,12.48,3.1,0
22/04/2023,09:09,48,325,0,42.49,14.18,3.03,0
22/04/2023,10:09,264,375,0,53.1,15.33,2.76,0
22/04/2023,11:09,244,434,0,61.42,17.37,2.34,0
22/04/2023,12:09,531,323,0,64.89,18.12,1.52,0
22/04/2023,13:09,724.01,188,0,61.63,18.5,1.1,0
22/04/2023,14:09,415,309,0,53.42,19.06,0.83,0
22/04/2023,15:09,561,133,0,42.86,19.05,0.62,0
22/04/2023,16:09,369,127,0,31.32,18.1,0.55,0
22/04/2023,17:09,138,123,0,19.43,16.46,0.62,0
22/04/2023,18:09,3,41,0,7.56,15.52,0.69,0
22/04/2023,19:09,0,0,0,0,15.03,0.76,0
22/04/2023,20:09,0,0,0,0,14.14,0.83,0
22/04/2023,21:09,0,0,0,0,13.02,0.83,0
22/04/2023,22:09,0,0,0,0,12.73,0.9,0
22/04/2023,23:09,0,0,0,0,12.09,0.9,0
23/04/2023,00:09,0,0,0,0,11.34,0.28,0
23/04/2023,01:09,0,0,0,0,10.69,0.21,0
23/04/2023,02:09,0,0,0,0,9.93,0.41,0
23/04/2023,03:09,0,0,0,0,9.33,0.41,0
23/04/2023,04:09,0,0,0,0,8.67,0.62,0
23/04/2023,05:09,0,0,0,0,8.12,1.31,0
23/04/2023,06:09,54,38,0,7.41,7.83,1.93,0
23/04/2023,07:09,210,87,0,19.27,9.93,2.48,0
23/04/2023,08:09,384,121,0,31.16,13.06,2.97,0
23/04/2023,09:09,565,135,0,42.74,15.55,3.31,0
23/04/2023,10:09,725.01,136,0,53.38,17.67,3.31,0
23/04/2023,11:09,840.01,129,0,61.74,19.53,2.97,0
23/04/2023,12:09,886.01,122,0,65.22,21.12,2,0
23/04/2023,13:09,842.01,128,0,61.91,22.32,1.45,0
23/04/2023,14:09,737.01,131,0,53.64,23.01,0.76,0
23/04/2023,15:09,592,123,0,43.04,23.13,0.34,0
23/04/2023,16:09,400,116,0,31.48,22.66,0.21,0
23/04/2023,17:09,217,86,0,19.59,21.7,0.34,0
23/04/2023,18:09,54,41,0,7.72,20.28,0.34,0
23/04/2023,19:09,0,0,0,0,18.78,0.28,0
23/04/2023,20:09,0,0,0,0,17.36,0.28,0
23/04/2023,21:09,0,0,0,0,16.18,0.28,0
23/04/2023,22:09,0,0,0,0,15.75,0.62,0
23/04/2023,23:09,0,0,0,0,14.95,0.9,0
24/04/2023,00:09,0,0,0,0,14.4,0.48,0
24/04/2023,01:09,0,0,0,0,14.07,0.28,0
24/04/2023,02:09,0,0,0,0,13.85,0.69,0
24/04/2023,03:09,0,0,0,0,13.55,0.28,0
24/04/2023,04:09,0,0,0,0,13.17,0.69,0
24/04/2023,05:09,0,0,0,0,12.74,1.31,0
24/04/2023,06:09,53,41,0,7.64,12.32,1.86,0
24/04/2023,07:09,218,85,0,19.5,13.6,2.34,0
24/04/2023,08:09,405,112,0,31.4,16.46,2.9,0
24/04/2023,09:09,583,127,0,42.99,19.05,3.31,0
24/04/2023,10:09,736.01,131,0,53.65,21.05,3.24,0
24/04/2023,11:09,842.01,128,0,62.06,22.52,2.76,0
24/04/2023,12:09,887.01,123,0,65.55,23.72,2.07,0
24/04/2023,13:09,843.01,128,0,62.19,24.59,1.72,0
24/04/2023,14:09,748.01,126,0,53.85,25.12,1.24,0
24/04/2023,15:09,593,124,0,43.21,25.19,0.83,0
24/04/2023,16:09,396,119,0,31.63,24.73,0.83,0
24/04/2023,17:09,213,89,0,19.74,23.77,0.97,0
24/04/2023,18:09,57,41,0,7.88,22.37,0.97,0
24/04/2023,19:09,0,0,0,0,20.93,1.17,0
24/04/2023,20:09,0,0,0,0,19.32,1.31,0
24/04/2023,21:09,0,0,0,0,17.45,1.38,0
24/04/2023,22:09,0,0,0,0,17.66,1.31,0
24/04/2023,23:09,0,0,0,0,16.9,1.31,0
25/04/2023,00:09,0,0,0,0,16.11,0.76,0
25/04/2023,01:09,0,0,0,0,15.52,1.03,0
25/04/2023,02:09,0,0,0,0,14.23,1.72,0
25/04/2023,03:09,0,0,0,0,12.92,2.28,0
25/04/2023,04:09,0,0,0,0,12.52,2.62,0
25/04/2023,05:09,0,0,0,0,12.53,2.83,0
25/04/2023,06:09,57,42,0,7.88,12.4,3.17,0
25/04/2023,07:09,225,84,0,19.72,15.88,3.45,0
25/04/2023,08:09,407,113,0,31.62,19.2,3.59,0
25/04/2023,09:09,585,128,0,43.23,21.48,3.45,0
25/04/2023,10:09,769.01,114,0,53.93,23.22,3.31,0
25/04/2023,11:09,844.01,128,0,62.37,24.54,2.9,0
25/04/2023,12:09,877.01,129,0,65.88,25.67,2,0
25/04/2023,13:09,833.01,135,0,62.46,26.54,1.38,0
25/04/2023,14:09,750.01,125,0,54.07,26.96,0.76,0
25/04/2023,15:09,595,124,0,43.39,26.91,0.55,0
25/04/2023,16:09,409,113,0,31.79,26.38,0.69,0
25/04/2023,17:09,223,86,0,19.89,25.46,0.69,0
25/04/2023,18:09,57,42,0,8.04,24.11,0.76,0
25/04/2023,19:09,0,0,0,0,22.48,0.83,0
25/04/2023,20:09,0,0,0,0,20.93,0.97,0
25/04/2023,21:09,0,0,0,0,20,1.1,0
25/04/2023,22:09,0,0,0,0,19.23,1.24,0
25/04/2023,23:09,0,0,0,0,18.05,1.38,0
26/04/2023,00:09,0,0,0,0,17.23,0.62,0
26/04/2023,01:09,0,0,0,0,16.58,0.55,0
26/04/2023,02:09,0,0,0,0,16.07,0.48,0
26/04/2023,03:09,0,0,0,0,15.57,0.14,0
26/04/2023,04:09,0,0,0,0,14.95,0.62,0
26/04/2023,05:09,0,0,0,0,13.76,1.45,0
26/04/2023,06:09,63,41,0,8.1,12.92,2.14,0
26/04/2023,07:09,235,83,0,19.95,16.98,2.62,0
26/04/2023,08:09,416,113,0,31.85,20.57,2.9,0
26/04/2023,09:09,595,127,0,43.47,22.99,3.03,0
26/04/2023,10:09,749.01,131,0,54.19,24.86,2.97,0
26/04/2023,11:09,843.01,134,0,62.68,26.41,2.41,0
26/04/2023,12:09,900.01,122,0,66.21,27.77,1.59,0
26/04/2023,13:09,844.01,133,0,62.73,28.73,1.03,0
26/04/2023,14:09,760.01,125,0,54.27,29.2,0.9,0
26/04/2023,15:09,612,119,0,43.56,29.19,0.9,0
26/04/2023,16:09,417,112,0,31.95,28.73,0.97,0
26/04/2023,17:09,239,81,0,20.04,27.77,1.17,0
26/04/2023,18:09,49,48,0,8.2,26.35,1.24,0
26/04/2023,19:09,0,0,0,0,24.71,1.31,0
26/04/2023,20:09,0,0,0,0,22.52,1.24,0
26/04/2023,21:09,0,0,0,0,21.96,1.17,0
26/04/2023,22:09,0,0,0,0,21.38,1.31,0
26/04/2023,23:09,0,0,0,0,20.4,1.52,0
27/04/2023,00:09,0,0,0,0,19.01,1.24,0
27/04/2023,01:09,0,0,0,0,18.11,1.17,0
27/04/2023,02:09,0,0,0,0,17.46,0.9,0
27/04/2023,03:09,0,0,0,0,17.69,0.69,0
27/04/2023,04:09,0,0,0,0,17.92,1.24,0
27/04/2023,05:09,0,0,0,0,16.97,1.86,0
27/04/2023,06:09,27,56,0,8.33,15.02,2.41,0
27/04/2023,07:09,83,152,0,20.16,16.48,2.76,0
27/04/2023,08:09,399,120,0,32.07,22.83,3.1,0
27/04/2023,09:09,579,133,0,43.7,25.49,3.24,0
27/04/2023,10:09,729,137,0,54.46,27.16,3.03,0
27/04/2023,11:09,843.01,129,0,62.98,28.31,2.21,0
27/04/2023,12:09,770.01,192,0,66.53,29.27,1.17,0
27/04/2023,13:09,770.01,171,0,63,30.02,0.9,0
27/04/2023,14:09,132,417,0,54.48,29.8,0.97,0
27/04/2023,15:09,435,218,0,43.73,29.69,1.17,0
27/04/2023,16:09,356,145,0,32.1,29.14,1.38,0
27/04/2023,17:09,212,93,0,20.19,28.38,1.52,0
27/04/2023,18:09,16,56,0,8.36,27.24,1.66,0
27/04/2023,19:09,0,0,0,0,26.01,1.79,0
27/04/2023,20:09,0,0,0,0,23.88,1.79,0
27/04/2023,21:09,0,0,0,0,22.75,1.79,0
27/04/2023,22:09,0,0,0,0,21.09,1.86,0
27/04/2023,23:09,0,0,0,0,19.43,1.72,0
28/04/2023,00:09,0,0,0,0,17.94,1.52,0
28/04/2023,01:09,0,0,0,0,16.54,1.79,0
28/04/2023,02:09,0,0,0,0,15.21,1.93,0
28/04/2023,03:09,0,0,0,0,14.5,1.66,0
28/04/2023,04:09,0,0,0,0,14.17,2.07,0
28/04/2023,05:09,0,0,0,0,13.68,2.76,0
28/04/2023,06:09,8,55,0,8.55,13.74,3.17,0
28/04/2023,07:09,143,129,0,20.38,17.8,2.34,0
28/04/2023,08:09,318,165,0,32.29,23.8,0.21,0
28/04/2023,09:09,394,238,0,43.93,26.99,0.62,0
28/04/2023,10:09,373,336,0,54.71,29.18,0.97,0
28/04/2023,11:09,1,300,0,63.28,30.51,1.59,0
28/04/2023,12:09,86,465,0,66.84,30.94,1.24,0
28/04/2023,13:09,0,235,0,63.26,30.4,0.83,0
28/04/2023,14:09,1,265,0,54.68,28.14,0.69,0
28/04/2023,15:09,0,219,0,43.9,27.04,1.1,0
28/04/2023,16:09,0,136,0,32.25,27.61,1.38,0
28/04/2023,17:09,0,90,0,20.34,27.66,1.45,0
28/04/2023,18:09,0,34,0,8.51,26.01,1.66,0
28/04/2023,19:09,0,0,0,0,25.44,1.59,0
28/04/2023,20:09,0,0,0,0,23.61,1.38,0
28/04/2023,21:09,0,0,0,0,22.65,1.24,0
28/04/2023,22:09,0,0,0,0,19.94,1.31,0
28/04/2023,23:09,0,0,0,0,18.22,1.17,0
29/04/2023,00:09,0,0,0,0,17.04,0.97,0
29/04/2023,01:09,0,0,0,0,16.16,1.79,0
29/04/2023,02:09,0,0,0,0,15.53,2.14,0
29/04/2023,03:09,0,0,0,0,15.26,2.48,0
29/04/2023,04:09,0,0,0,0,14.98,3.03,0
29/04/2023,05:09,0,0,0,0,14.44,3.72,0
29/04/2023,06:09,0,9,0,8.76,14.45,3.24,0
29/04/2023,07:09,0,79,0,20.59,17.28,3.93,0
29/04/2023,08:09,71,259,0,32.5,20.34,4.07,0
29/04/2023,09:09,340,269,0,44.15,22,3.86,0
29/04/2023,10:09,215,401,0,54.96,23.59,4,0
29/04/2023,11:09,778.01,162,0,63.58,24.89,3.59,0
29/04/2023,12:09,208,466,0,67.15,25.12,1.79,0
29/04/2023,13:09,0,169,0,63.52,23.2,1.17,0
29/04/2023,14:09,788.01,102,0,54.88,23.92,1.1,0
29/04/2023,15:09,545,150,0,44.06,23.84,0.97,0
29/04/2023,16:09,177,235,0,32.4,21.55,0.76,0
29/04/2023,17:09,211,94,0,20.49,20.85,0.76,0
29/04/2023,18:09,64,45,0,8.67,20.18,0.9,0
29/04/2023,19:09,0,0,0,0,16.52,0.9,0
29/04/2023,20:09,0,0,0,0,15.94,0.97,0
29/04/2023,21:09,0,0,0,0,15.41,1.03,0
29/04/2023,22:09,0,0,0,0,14.59,1.1,0
29/04/2023,23:09,0,0,0,0,14.71,1.03,0
30/04/2023,00:09,0,0,0,0,14.53,0.76,0
30/04/2023,01:09,0,0,0,0,13.84,0.76,0
30/04/2023,02:09,0,0,0,0,13.54,0.55,0
30/04/2023,03:09,0,0,0,0,13.22,0.69,0
30/04/2023,04:09,0,0,0,0,12.66,1.03,0
30/04/2023,05:09,0,0,0,0,12.15,1.31,0
30/04/2023,06:09,23,62,0,8.97,12.31,1.86,0
30/04/2023,07:09,153,130,0,20.79,15.25,2.21,0
30/04/2023,08:09,127,255,0,32.7,18.5,1.93,0
30/04/2023,09:09,513,176,0,44.37,20.35,0.97,0
30/04/2023,10:09,673,172,0,55.21,22.07,1.52,0
30/04/2023,11:09,674,232,0,63.87,23.13,1.93,0
30/04/2023,12:09,619,285,0,67.46,23.96,0.41,0
30/04/2023,13:09,244,444,0,63.78,24.18,0.55,0
30/04/2023,14:09,0,118,0,55.08,24.53,0.21,0
30/04/2023,15:09,14,296,0,44.23,22.98,0.9,0
30/04/2023,16:09,53,256,0,32.55,21.91,1.03,0
30/04/2023,17:09,20,151,0,20.64,20.57,0.97,0
30/04/2023,18:09,9,57,0,8.82,18.07,0.83,0
30/04/2023,19:09,0,0,0,0,18.36,0.9,0
30/04/2023,20:09,0,0,0,0,17.64,0.97,0
30/04/2023,21:09,0,0,0,0,16.78,1.03,0
30/04/2023,22:09,0,0,0,0,15.48,0.97,0
30/04/2023,23:09,0,0,0,0,14.8,0.69,0
01/05/2023,00:09,0,0,0,0,14.41,0.28,0
01/05/2023,01:09,0,0,0,0,14.43,0.55,0
01/05/2023,02:09,0,0,0,0,13.81,0.9,0
01/05/2023,03:09,0,0,0,0,13.25,1.38,0
01/05/2023,04:09,0,0,0,0,12.79,2,0
01/05/2023,05:09,0,0,0,0,12.71,2.34,0
01/05/2023,06:09,69,50,0,9.18,12.97,2.28,0
01/05/2023,07:09,244,90,0,20.99,14.17,2.14,0
01/05/2023,08:09,446,108,0,32.9,17.04,2.14,0
01/05/2023,09:09,614,127,0,44.59,19.34,2.07,0
01/05/2023,10:09,752,137,0,55.45,21.14,2.21,0
01/05/2023,11:09,846.01,140,0,64.15,22.53,2.14,0
01/05/2023,12:09,901.01,128,0,67.77,23.48,1.66,0
01/05/2023,13:09,844.01,140,0,64.03,24.03,1.1,0
01/05/2023,14:09,729,148,0,55.28,24.64,0.83,0
01/05/2023,15:09,594,135,0,44.39,24.89,0.34,0
01/05/2023,16:09,409,124,0,32.7,24.67,0.62,0
01/05/2023,17:09,223,96,0,20.79,24.12,1.03,0
01/05/2023,18:09,66,49,0,8.98,23.13,1.1,0
01/05/2023,19:09,0,0,0,0,21.56,1.17,0
01/05/2023,20:09,0,0,0,0,20.03,1.24,0
01/05/2023,21:09,0,0,0,0,18.79,1.24,0
01/05/2023,22:09,0,0,0,0,18.63,1.24,0
01/05/2023,23:09,0,0,0,0,17.96,1.17,0
02/05/2023,00:09,0,0,0,0,16.68,1.03,0
02/05/2023,01:09,0,0,0,0,15.11,1.38,0
02/05/2023,02:09,0,0,0,0,13.45,1.72,0
02/05/2023,03:09,0,0,0,0,12.31,1.86,0
02/05/2023,04:09,0,0,0,0,11.48,1.86,0
02/05/2023,05:09,0,0,0,0,10.85,1.72,0
02/05/2023,06:09,64,53,0,9.38,10.92,1.59,0
02/05/2023,07:09,0,0,0,0,14.31,1.52,0
02/05/2023,08:09,399,133,0,33.1,17.89,1.66,0
02/05/2023,09:09,584,143,0,44.79,20.62,1.93,0
02/05/2023,10:09,723,154,0,55.69,22.54,2.34,0
02/05/2023,11:09,847.01,140,0,64.43,23.92,2.69,0
02/05/2023,12:09,902.01,128,0,68.07,24.9,2.48,0
02/05/2023,13:09,777.01,177,0,64.28,25.48,2.14,0
02/05/2023,14:09,254,397,0,55.47,25.85,1.79,0
02/05/2023,15:09,59,344,0,44.55,25.85,1.59,0
02/05/2023,16:09,131,257,0,32.85,25.48,1.59,0
02/05/2023,17:09,68,162,0,20.93,24.63,1.72,0
02/05/2023,18:09,12,61,0,9.13,23.04,1.66,0
02/05/2023,19:09,0,0,0,0,20.7,1.59,0
02/05/2023,20:09,0,0,0,0,19.08,1.72,0
02/05/2023,21:09,0,0,0,0,17.87,1.66,0
02/05/2023,22:09,0,0,0,0,16.73,1.59,0
02/05/2023,23:09,0,0,0,0,15.71,1.45,0
03/05/2023,00:09,0,0,0,0,14.62,1.59,0
03/05/2023,01:09,0,0,0,0,13.48,2,0
03/05/2023,02:09,0,0,0,0,12.21,2.14,0
03/05/2023,03:09,0,0,0,0,11.43,1.93,0
03/05/2023,04:09,0,0,0,0,11.54,1.86,0
03/05/2023,05:09,0,0,0,0,10.94,1.86,0
03/05/2023,06:09,71,53,0,9.58,10.8,1.86,0
03/05/2023,07:09,247,92,0,21.38,14.44,1.45,0
03/05/2023,08:09,429,119,0,33.29,17.78,1.24,0
03/05/2023,09:09,601,136,0,45,20.52,1.59,0
03/05/2023,10:09,734,148,0,55.92,22.83,1.79,0
03/05/2023,11:09,137,469,0,64.7,24.61,1.52,0
03/05/2023,12:09,822.01,171,0,68.36,25.65,1.31,0
03/05/2023,13:09,868.01,128,0,64.53,26.57,1.31,0
03/05/2023,14:09,614,217,0,55.66,26.77,1.31,0
03/05/2023,15:09,241,322,0,44.71,26.97,1.31,0
03/05/2023,16:09,221,225,0,32.99,26.32,1.24,0
03/05/2023,17:09,18,153,0,21.08,25.23,1.31,0
03/05/2023,18:09,17,63,0,9.29,24.09,1.38,0
03/05/2023,19:09,0,0,0,0,22.36,1.45,0
03/05/2023,20:09,0,0,0,0,20.31,1.45,0
03/05/2023,21:09,0,0,0,0,18.03,1.31,0
03/05/2023,22:09,0,0,0,0,16.41,1.1,0
03/05/2023,23:09,0,0,0,0,15.33,0.9,0
04/05/2023,00:09,0,0,0,0,14.37,0.76,0
04/05/2023,01:09,0,0,0,0,13.62,1.1,0
04/05/2023,02:09,0,0,0,0,12.94,1.17,0
04/05/2023,03:09,0,0,0,0,12.42,1.1,0
04/05/2023,04:09,0,0,0,0,12.2,1.03,0
04/05/2023,05:09,0,0,0,0,11.99,1.17,0
04/05/2023,06:09,47,65,0,9.77,12.12,1.45,0
04/05/2023,07:09,151,143,0,21.56,13.91,1.72,0
04/05/2023,08:09,171,253,0,33.48,16.44,2,0
04/05/2023,09:09,461,223,0,45.19,18.45,2.28,0
04/05/2023,10:09,461,313,0,56.14,20.48,2.41,0
04/05/2023,11:09,705,232,0,64.97,22.29,2.41,0
04/05/2023,12:09,775.01,209,0,68.65,23.76,2,0
04/05/2023,13:09,46,439,0,64.77,24.36,1.24,0
04/05/2023,14:09,13,349,0,55.85,24.67,0.9,0
04/05/2023,15:09,632,122,0,44.87,24.49,0.55,0
04/05/2023,16:09,383,145,0,33.14,24.12,0.48,0
04/05/2023,17:09,230,99,0,21.22,23.47,0.69,0
04/05/2023,18:09,71,51,0,9.44,22.43,0.76,0
04/05/2023,19:09,0,0,0,0,20.76,0.83,0
04/05/2023,20:09,0,0,0,0,19.41,0.9,0
04/05/2023,21:09,0,0,0,0,17.9,1.03,0
04/05/2023,22:09,0,0,0,0,17.82,1.1,0
04/05/2023,23:09,0,0,0,0,17.02,1.1,0
05/05/2023,00:09,0,0,0,0,16.38,0.34,0
